order_item_id,order_id,product_id,quantity,unit_price,line_total
2362,807,93,1,450.31,450.31
2363,807,44,2,457.0,914.0
2364,807,24,3,443.3,1329.9
2365,808,132,1,291.69,291.69
2366,808,147,1,123.15,123.15
2367,808,200,3,178.08,534.24
2368,809,182,2,217.74,435.48
2369,809,80,4,123.53,494.12
2370,809,124,2,451.71,903.42
2371,810,128,4,478.87,1915.48
2372,810,9,2,103.42,206.84
2373,810,197,1,58.51,58.51
2374,810,194,4,402.11,1608.44
2375,810,61,1,431.09,431.09
2376,811,92,3,326.69,980.07
2377,811,34,4,468.64,1874.56
2378,811,57,4,397.08,1588.32
2379,811,23,2,415.56,831.12
2380,811,68,2,438.55,877.1
2381,812,121,2,484.65,969.3
2382,812,7,2,113.23,226.46
2383,812,17,1,55.59,55.59
2384,812,112,2,53.72,107.44
2385,813,198,3,430.0,1290.0
2386,813,49,4,74.12,296.48
2387,813,2,1,141.14,141.14
2388,814,42,1,403.5,403.5
2389,814,130,3,81.62,244.86
2390,814,12,2,142.7,285.4
2391,814,53,4,184.19,736.76
2392,814,133,2,35.17,70.34
2393,815,198,4,430.0,1720.0
2394,815,44,4,457.0,1828.0
2395,816,101,3,40.07,120.21
2396,817,24,4,443.3,1773.2
2397,817,84,1,384.09,384.09
2398,817,36,1,89.71,89.71
2399,818,191,1,441.3,441.3
2400,818,158,4,417.7,1670.8
2401,819,33,3,336.74,1010.22
2402,819,134,4,33.3,133.2
2403,819,78,2,60.37,120.74
2404,819,184,3,449.97,1349.91
2405,820,7,1,113.23,113.23
2406,820,188,2,487.05,974.1
2407,821,75,2,271.99,543.98
2408,821,90,1,104.57,104.57
2409,821,89,4,378.86,1515.44
2410,821,159,4,154.75,619.0
2411,822,118,4,224.35,897.4
2412,822,147,2,123.15,246.3
2413,823,80,3,123.53,370.59
2414,823,48,3,232.13,696.39
2415,824,148,1,69.78,69.78
2416,824,134,3,33.3,99.9
2417,824,56,2,80.66,161.32
2418,824,22,1,44.01,44.01
2419,824,120,4,499.64,1998.56
2420,825,163,3,469.77,1409.31
2421,825,187,2,442.65,885.3
2422,826,27,2,117.81,235.62
2423,826,67,1,6.61,6.61
2424,826,192,4,93.78,375.12
2425,826,83,4,408.93,1635.72
2426,826,66,2,220.21,440.42
2427,827,82,1,47.4,47.4
2428,827,146,4,336.51,1346.04
2429,827,54,2,257.22,514.44
2430,828,178,2,42.25,84.5
2431,828,16,1,478.82,478.82
2432,828,71,4,435.91,1743.64
2433,828,199,1,103.79,103.79
2434,828,42,1,403.5,403.5
2435,829,187,4,442.65,1770.6
2436,829,194,4,402.11,1608.44
2437,829,52,1,449.42,449.42
2438,829,154,4,255.41,1021.64
2439,830,77,2,165.46,330.92
2440,830,14,2,350.58,701.16
2441,830,40,3,343.88,1031.64
2442,830,196,3,83.8,251.4
2443,831,43,3,137.53,412.59
2444,831,179,2,452.44,904.88
2445,831,110,4,432.6,1730.4
2446,831,193,1,392.28,392.28
2447,832,175,2,84.98,169.96
2448,832,116,3,213.83,641.49
2449,832,95,4,36.69,146.76
2450,832,12,1,142.7,142.7
2451,833,182,1,217.74,217.74
2452,833,101,3,40.07,120.21
2453,833,67,4,6.61,26.44
2454,833,28,3,492.68,1478.04
2455,833,65,2,173.39,346.78
2456,834,147,3,123.15,369.45
2457,835,190,1,432.98,432.98
2458,835,89,3,378.86,1136.58
2459,835,28,3,492.68,1478.04
2460,835,74,2,190.09,380.18
2461,836,149,2,153.5,307.0
2462,836,99,2,34.14,68.28
2463,836,130,3,81.62,244.86
2464,836,139,2,339.23,678.46
2465,836,3,1,74.07,74.07
2466,837,18,3,52.87,158.61
2467,837,3,3,74.07,222.21
2468,838,161,1,409.47,409.47
2469,838,199,1,103.79,103.79
2470,838,154,3,255.41,766.23
2471,839,120,3,499.64,1498.92
2472,839,165,4,372.5,1490.0
2473,839,35,3,40.34,121.02
2474,839,90,1,104.57,104.57
2475,840,183,1,157.59,157.59
2476,841,186,1,55.88,55.88
2477,842,149,2,153.5,307.0
2478,842,23,2,415.56,831.12
2479,842,14,1,350.58,350.58
2480,842,176,3,278.08,834.24
2481,843,183,3,157.59,472.77
2482,843,49,4,74.12,296.48
2483,843,62,4,341.74,1366.96
2484,843,88,1,482.36,482.36
2485,844,129,3,332.63,997.89
2486,844,63,4,342.45,1369.8
2487,845,167,4,109.26,437.04
2488,845,144,4,284.79,1139.16
2489,845,153,3,41.26,123.78
2490,845,96,2,296.21,592.42
2491,846,45,4,438.8,1755.2
2492,846,172,3,415.53,1246.59
2493,847,48,3,232.13,696.39
2494,847,71,3,435.91,1307.73
2495,848,179,3,452.44,1357.32
2496,848,124,2,451.71,903.42
2497,848,173,2,6.76,13.52
2498,848,96,2,296.21,592.42
2499,848,151,2,9.61,19.22
2500,849,88,2,482.36,964.72
2501,849,181,4,293.34,1173.36
2502,849,185,3,342.62,1027.86
2503,849,191,3,441.3,1323.9
2504,849,155,2,466.96,933.92
2505,850,72,3,421.63,1264.89
2506,850,153,2,41.26,82.52
2507,850,40,3,343.88,1031.64
2508,851,148,3,69.78,209.34
2509,851,80,1,123.53,123.53
2510,851,157,1,146.07,146.07
2511,851,64,4,376.68,1506.72
2512,851,31,4,417.88,1671.52
2513,852,161,1,409.47,409.47
2514,852,168,3,105.78,317.34
2515,853,93,2,450.31,900.62
2516,853,36,4,89.71,358.84
2517,853,178,3,42.25,126.75
2518,854,72,2,421.63,843.26
2519,855,176,4,278.08,1112.32
2520,856,132,1,291.69,291.69
2521,856,151,3,9.61,28.83
2522,856,31,1,417.88,417.88
2523,857,178,2,42.25,84.5
2524,857,181,1,293.34,293.34
2525,857,19,1,303.84,303.84
2526,858,200,4,178.08,712.32
2527,858,150,2,464.86,929.72
2528,858,82,4,47.4,189.6
2529,858,79,3,439.97,1319.91
2530,858,120,1,499.64,499.64
2531,859,154,3,255.41,766.23
2532,859,120,4,499.64,1998.56
2533,859,124,3,451.71,1355.13
2534,859,1,1,60.11,60.11
2535,860,177,1,282.65,282.65
2536,860,58,2,300.22,600.44
2537,860,103,4,111.05,444.2
2538,860,182,4,217.74,870.96
2539,861,199,2,103.79,207.58
2540,861,44,1,457.0,457.0
2541,861,43,2,137.53,275.06
2542,861,21,2,66.79,133.58
2543,862,122,4,87.32,349.28
2544,863,174,2,320.37,640.74
2545,863,154,4,255.41,1021.64
2546,863,122,2,87.32,174.64
2547,863,166,2,139.81,279.62
2548,864,45,4,438.8,1755.2
2549,864,64,1,376.68,376.68
2550,864,66,3,220.21,660.63
2551,864,21,3,66.79,200.37
2552,864,62,4,341.74,1366.96
2553,865,43,1,137.53,137.53
2554,866,108,3,331.2,993.6
2555,867,55,1,379.11,379.11
2556,868,86,3,86.74,260.22
2557,868,117,4,234.0,936.0
2558,868,188,4,487.05,1948.2
2559,868,65,3,173.39,520.17
2560,868,175,4,84.98,339.92
2561,869,184,1,449.97,449.97
2562,869,177,3,282.65,847.95
2563,869,126,2,136.28,272.56
2564,869,51,1,374.77,374.77
2565,869,198,2,430.0,860.0
2566,870,119,2,53.46,106.92
2567,870,83,1,408.93,408.93
2568,870,162,3,466.22,1398.66
2569,871,79,3,439.97,1319.91
2570,872,110,2,432.6,865.2
2571,872,152,2,499.23,998.46
2572,872,117,1,234.0,234.0
2573,872,40,2,343.88,687.76
2574,872,151,3,9.61,28.83
2575,873,183,3,157.59,472.77
2576,873,131,1,112.76,112.76
2577,873,129,3,332.63,997.89
2578,874,177,4,282.65,1130.6
2579,874,163,4,469.77,1879.08
2580,874,75,3,271.99,815.97
2581,875,72,2,421.63,843.26
2582,875,39,2,345.64,691.28
2583,875,29,1,433.91,433.91
2584,875,152,4,499.23,1996.92
2585,875,53,4,184.19,736.76
2586,876,154,4,255.41,1021.64
2587,877,159,4,154.75,619.0
2588,877,109,3,214.67,644.01
2589,878,26,2,39.43,78.86
2590,879,64,3,376.68,1130.04
2591,879,200,2,178.08,356.16
2592,880,107,1,99.25,99.25
2593,881,119,2,53.46,106.92
2594,882,50,1,282.88,282.88
2595,882,21,3,66.79,200.37
2596,882,25,1,290.79,290.79
2597,882,145,1,467.68,467.68
2598,883,28,2,492.68,985.36
2599,884,30,1,142.6,142.6
2600,884,161,1,409.47,409.47
2601,884,77,2,165.46,330.92
2602,885,133,2,35.17,70.34
2603,885,144,2,284.79,569.58
2604,885,175,1,84.98,84.98
2605,886,157,2,146.07,292.14
2606,886,7,2,113.23,226.46
2607,886,134,3,33.3,99.9
2608,886,2,2,141.14,282.28
2609,886,152,1,499.23,499.23
2610,887,12,4,142.7,570.8
2611,887,122,3,87.32,261.96
2612,887,139,2,339.23,678.46
2613,887,126,4,136.28,545.12
2614,887,99,1,34.14,34.14
2615,888,32,2,188.24,376.48
2616,888,136,2,82.93,165.86
2617,888,31,4,417.88,1671.52
2618,888,6,1,20.73,20.73
2619,889,6,2,20.73,41.46
2620,889,191,4,441.3,1765.2
2621,889,22,3,44.01,132.03
2622,889,133,3,35.17,105.51
2623,889,157,1,146.07,146.07
2624,890,152,3,499.23,1497.69
2625,890,190,4,432.98,1731.92
2626,890,147,3,123.15,369.45
2627,890,174,4,320.37,1281.48
2628,891,57,2,397.08,794.16
2629,891,11,1,114.12,114.12
2630,891,170,4,246.82,987.28
2631,891,16,3,478.82,1436.46
2632,892,81,4,439.61,1758.44
2633,893,183,2,157.59,315.18
2634,894,172,1,415.53,415.53
2635,894,94,3,64.9,194.7
2636,895,27,2,117.81,235.62
2637,896,140,3,204.87,614.61
2638,896,11,4,114.12,456.48
2639,896,93,3,450.31,1350.93
2640,896,129,4,332.63,1330.52
2641,896,53,4,184.19,736.76
2642,897,75,1,271.99,271.99
2643,897,17,1,55.59,55.59
2644,897,172,3,415.53,1246.59
2645,897,189,4,81.5,326.0
2646,898,104,1,363.06,363.06
2647,899,46,1,110.25,110.25
2648,899,91,2,202.5,405.0
2649,899,36,4,89.71,358.84
2650,899,50,3,282.88,848.64
2651,900,84,4,384.09,1536.36
2652,901,49,3,74.12,222.36
2653,901,65,3,173.39,520.17
2654,901,200,1,178.08,178.08
2655,901,113,1,365.47,365.47
2656,902,160,4,266.83,1067.32
2657,902,43,3,137.53,412.59
2658,902,99,4,34.14,136.56
2659,902,188,4,487.05,1948.2
2660,903,5,3,48.03,144.09
2661,903,101,2,40.07,80.14
2662,903,182,4,217.74,870.96
2663,903,168,4,105.78,423.12
2664,903,177,2,282.65,565.3
2665,904,151,4,9.61,38.44
2666,905,198,2,430.0,860.0
2667,905,106,1,393.39,393.39
2668,905,174,4,320.37,1281.48
2669,905,114,3,128.08,384.24
2670,906,111,3,338.32,1014.96
2671,906,69,3,486.08,1458.24
2672,906,152,3,499.23,1497.69
2673,906,74,1,190.09,190.09
2674,906,96,1,296.21,296.21
2675,907,111,1,338.32,338.32
2676,907,142,3,24.67,74.01
2677,907,161,4,409.47,1637.88
2678,908,50,3,282.88,848.64
2679,908,187,1,442.65,442.65
2680,908,125,2,192.59,385.18
2681,908,182,2,217.74,435.48
2682,909,31,3,417.88,1253.64
2683,910,186,3,55.88,167.64
2684,910,7,1,113.23,113.23
2685,910,157,4,146.07,584.28
2686,910,131,4,112.76,451.04
2687,910,121,4,484.65,1938.6
2688,911,112,1,53.72,53.72
2689,911,185,3,342.62,1027.86
2690,911,189,4,81.5,326.0
2691,911,11,4,114.12,456.48
2692,911,106,3,393.39,1180.17
2693,912,77,2,165.46,330.92
2694,913,157,3,146.07,438.21
2695,913,77,3,165.46,496.38
2696,914,192,2,93.78,187.56
2697,914,9,3,103.42,310.26
2698,914,66,3,220.21,660.63
2699,914,45,1,438.8,438.8
2700,914,19,3,303.84,911.52
2701,915,46,1,110.25,110.25
2702,915,14,1,350.58,350.58
2703,915,189,3,81.5,244.5
2704,915,147,3,123.15,369.45
2705,915,102,1,142.85,142.85
2706,916,70,2,256.3,512.6
2707,916,162,3,466.22,1398.66
2708,916,196,1,83.8,83.8
2709,916,55,3,379.11,1137.33
2710,917,142,3,24.67,74.01
2711,917,51,2,374.77,749.54
2712,917,184,4,449.97,1799.88
2713,917,176,4,278.08,1112.32
2714,917,152,3,499.23,1497.69
2715,918,47,2,200.84,401.68
2716,919,183,4,157.59,630.36
2717,919,127,1,146.2,146.2
2718,919,158,2,417.7,835.4
2719,920,162,3,466.22,1398.66
2720,920,179,4,452.44,1809.76
2721,921,170,4,246.82,987.28
2722,921,165,3,372.5,1117.5
2723,922,164,2,135.91,271.82
2724,922,187,4,442.65,1770.6
2725,922,106,2,393.39,786.78
2726,922,51,1,374.77,374.77
2727,922,128,2,478.87,957.74
2728,923,99,4,34.14,136.56
2729,923,189,4,81.5,326.0
2730,923,36,4,89.71,358.84
2731,923,148,1,69.78,69.78
2732,924,174,3,320.37,961.11
2733,925,132,4,291.69,1166.76
2734,926,58,3,300.22,900.66
2735,926,17,1,55.59,55.59
2736,926,35,4,40.34,161.36
2737,927,119,2,53.46,106.92
2738,927,26,2,39.43,78.86
2739,927,61,1,431.09,431.09
2740,927,53,1,184.19,184.19
2741,928,54,1,257.22,257.22
2742,928,165,2,372.5,745.0
2743,928,81,1,439.61,439.61
2744,928,26,3,39.43,118.29
2745,929,75,4,271.99,1087.96
2746,929,186,2,55.88,111.76
2747,930,125,4,192.59,770.36
2748,930,69,4,486.08,1944.32
2749,930,73,3,306.44,919.32
2750,931,124,3,451.71,1355.13
2751,932,67,2,6.61,13.22
2752,932,176,3,278.08,834.24
2753,932,44,4,457.0,1828.0
2754,933,28,1,492.68,492.68
2755,934,44,3,457.0,1371.0
2756,934,170,4,246.82,987.28
2757,935,66,2,220.21,440.42
2758,936,12,3,142.7,428.1
2759,936,117,1,234.0,234.0
2760,936,150,2,464.86,929.72
2761,937,132,3,291.69,875.07
2762,937,20,4,366.22,1464.88
2763,937,190,1,432.98,432.98
2764,937,128,3,478.87,1436.61
2765,938,165,4,372.5,1490.0
2766,938,174,3,320.37,961.11
2767,938,144,4,284.79,1139.16
2768,938,132,1,291.69,291.69
2769,939,44,4,457.0,1828.0
2770,939,10,3,352.16,1056.48
2771,939,72,4,421.63,1686.52
2772,940,31,4,417.88,1671.52
2773,940,137,2,44.66,89.32
2774,941,17,1,55.59,55.59
2775,941,91,1,202.5,202.5
2776,941,113,2,365.47,730.94
2777,942,137,4,44.66,178.64
2778,942,159,3,154.75,464.25
2779,942,13,4,380.61,1522.44
2780,942,78,4,60.37,241.48
2781,942,109,2,214.67,429.34
2782,943,20,2,366.22,732.44
2783,943,46,1,110.25,110.25
2784,943,165,4,372.5,1490.0
2785,944,189,2,81.5,163.0
2786,944,97,1,296.28,296.28
2787,944,161,1,409.47,409.47
2788,944,69,2,486.08,972.16
2789,944,71,1,435.91,435.91
2790,945,152,4,499.23,1996.92
2791,946,135,1,241.01,241.01
2792,946,13,3,380.61,1141.83
2793,947,195,4,406.32,1625.28
2794,947,200,4,178.08,712.32
2795,947,76,4,459.65,1838.6
2796,947,107,1,99.25,99.25
2797,947,141,2,126.88,253.76
2798,948,63,4,342.45,1369.8
2799,948,32,4,188.24,752.96
2800,948,33,2,336.74,673.48
2801,949,154,2,255.41,510.82
2802,949,65,4,173.39,693.56
2803,949,145,2,467.68,935.36
2804,950,80,3,123.53,370.59
2805,950,79,2,439.97,879.94
2806,950,60,4,266.91,1067.64
2807,951,168,1,105.78,105.78
2808,952,45,2,438.8,877.6
2809,952,15,4,142.55,570.2
2810,952,93,4,450.31,1801.24
2811,952,113,3,365.47,1096.41
2812,953,53,3,184.19,552.57
2813,954,68,1,438.55,438.55
2814,954,117,1,234.0,234.0
2815,954,19,3,303.84,911.52
2816,954,70,4,256.3,1025.2
2817,954,101,3,40.07,120.21
2818,955,3,1,74.07,74.07
2819,955,100,2,453.18,906.36
2820,955,160,3,266.83,800.49
2821,955,162,2,466.22,932.44
2822,955,13,4,380.61,1522.44
2823,956,54,3,257.22,771.66
2824,957,151,1,9.61,9.61
2825,957,47,3,200.84,602.52
2826,957,111,1,338.32,338.32
2827,958,112,4,53.72,214.88
2828,958,56,3,80.66,241.98
2829,958,57,3,397.08,1191.24
2830,959,36,3,89.71,269.13
2831,959,192,4,93.78,375.12
2832,959,112,2,53.72,107.44
2833,959,64,3,376.68,1130.04
2834,959,17,4,55.59,222.36
2835,960,72,2,421.63,843.26
2836,961,4,4,339.97,1359.88
2837,962,67,1,6.61,6.61
2838,962,57,4,397.08,1588.32
2839,962,61,1,431.09,431.09
2840,962,159,4,154.75,619.0
2841,963,27,4,117.81,471.24
2842,963,152,1,499.23,499.23
2843,963,170,2,246.82,493.64
2844,963,110,1,432.6,432.6
2845,964,169,2,427.19,854.38
2846,964,172,3,415.53,1246.59
2847,965,138,1,38.92,38.92
2848,965,60,2,266.91,533.82
2849,965,29,4,433.91,1735.64
2850,965,176,1,278.08,278.08
2851,965,127,2,146.2,292.4
2852,966,90,3,104.57,313.71
2853,967,181,1,293.34,293.34
2854,967,10,3,352.16,1056.48
2855,967,142,2,24.67,49.34
2856,968,196,3,83.8,251.4
2857,968,165,1,372.5,372.5
2858,968,135,3,241.01,723.03
2859,968,91,1,202.5,202.5
2860,969,94,2,64.9,129.8
2861,969,156,2,440.24,880.48
2862,969,144,1,284.79,284.79
2863,970,125,4,192.59,770.36
2864,971,182,4,217.74,870.96
2865,971,19,1,303.84,303.84
2866,972,53,4,184.19,736.76
2867,972,12,3,142.7,428.1
2868,972,179,2,452.44,904.88
2869,972,75,1,271.99,271.99
2870,973,146,2,336.51,673.02
2871,973,87,3,436.85,1310.55
2872,973,123,1,243.27,243.27
2873,974,176,4,278.08,1112.32
2874,974,60,4,266.91,1067.64
2875,974,41,3,118.38,355.14
2876,974,158,4,417.7,1670.8
2877,975,179,2,452.44,904.88
2878,975,159,4,154.75,619.0
2879,975,89,4,378.86,1515.44
2880,975,178,1,42.25,42.25
2881,975,177,1,282.65,282.65
2882,976,153,2,41.26,82.52
2883,976,150,4,464.86,1859.44
2884,977,5,4,48.03,192.12
2885,977,8,4,303.0,1212.0
2886,977,154,1,255.41,255.41
2887,978,47,2,200.84,401.68
2888,978,155,4,466.96,1867.84
2889,978,195,3,406.32,1218.96
2890,979,144,1,284.79,284.79
2891,980,92,3,326.69,980.07
2892,980,54,3,257.22,771.66
2893,980,150,3,464.86,1394.58
2894,980,173,1,6.76,6.76
2895,981,31,2,417.88,835.76
2896,981,148,4,69.78,279.12
2897,982,36,4,89.71,358.84
2898,982,191,4,441.3,1765.2
2899,982,166,3,139.81,419.43
2900,983,157,2,146.07,292.14
2901,983,110,1,432.6,432.6
2902,984,172,1,415.53,415.53
2903,984,115,1,270.46,270.46
2904,984,16,4,478.82,1915.28
2905,984,80,1,123.53,123.53
2906,985,58,4,300.22,1200.88
2907,985,164,4,135.91,543.64
2908,985,142,3,24.67,74.01
2909,985,12,3,142.7,428.1
2910,986,149,1,153.5,153.5
2911,986,81,2,439.61,879.22
2912,986,93,2,450.31,900.62
2913,987,31,1,417.88,417.88
2914,987,148,2,69.78,139.56
2915,988,49,2,74.12,148.24
2916,988,106,1,393.39,393.39
2917,988,82,3,47.4,142.2
2918,988,105,4,290.22,1160.88
2919,989,50,2,282.88,565.76
2920,990,172,4,415.53,1662.12
2921,990,51,1,374.77,374.77
2922,990,47,4,200.84,803.36
2923,990,5,2,48.03,96.06
2924,991,100,3,453.18,1359.54
2925,992,36,4,89.71,358.84
2926,992,4,3,339.97,1019.91
2927,992,177,1,282.65,282.65
2928,992,32,4,188.24,752.96
2929,993,86,1,86.74,86.74
2930,993,31,1,417.88,417.88
2931,994,64,4,376.68,1506.72
2932,994,106,4,393.39,1573.56
2933,994,142,1,24.67,24.67
2934,995,92,4,326.69,1306.76
2935,995,50,1,282.88,282.88
2936,995,131,2,112.76,225.52
2937,995,133,3,35.17,105.51
2938,996,20,2,366.22,732.44
2939,996,144,2,284.79,569.58
2940,996,164,3,135.91,407.73
2941,996,50,4,282.88,1131.52
2942,997,93,3,450.31,1350.93
2943,997,168,4,105.78,423.12
2944,997,161,2,409.47,818.94
2945,997,182,2,217.74,435.48
2946,998,70,2,256.3,512.6
2947,998,173,2,6.76,13.52
2948,998,168,2,105.78,211.56
2949,998,64,2,376.68,753.36
2950,999,18,3,52.87,158.61
2951,999,114,2,128.08,256.16
2952,999,156,2,440.24,880.48
2953,999,80,1,123.53,123.53
2954,1000,135,2,241.01,482.02
2955,1000,163,2,469.77,939.54
2956,1000,75,1,271.99,271.99
2957,1001,155,2,466.96,933.92
2958,1001,186,1,55.88,55.88
2959,1001,90,2,104.57,209.14
2960,1001,74,4,190.09,760.36
2961,1001,57,3,397.08,1191.24
2962,1002,179,3,452.44,1357.32
2963,1002,128,2,478.87,957.74
2964,1002,160,1,266.83,266.83
2965,1002,175,1,84.98,84.98
2966,1002,35,4,40.34,161.36
2967,1003,82,1,47.4,47.4
2968,1004,148,1,69.78,69.78
2969,1004,139,2,339.23,678.46
2970,1005,111,4,338.32,1353.28
2971,1005,143,1,212.52,212.52
2972,1005,105,2,290.22,580.44
2973,1005,200,3,178.08,534.24
2974,1006,43,4,137.53,550.12
2975,1006,166,4,139.81,559.24
2976,1007,157,3,146.07,438.21
2977,1007,139,2,339.23,678.46
2978,1007,190,1,432.98,432.98
2979,1008,106,2,393.39,786.78
2980,1008,86,2,86.74,173.48
2981,1008,146,4,336.51,1346.04
2982,1009,116,4,213.83,855.32
2983,1009,164,4,135.91,543.64
2984,1009,56,3,80.66,241.98
2985,1009,55,1,379.11,379.11
2986,1010,21,1,66.79,66.79
2987,1010,155,1,466.96,466.96
2988,1010,128,3,478.87,1436.61
2989,1010,157,3,146.07,438.21
2990,1010,11,4,114.12,456.48
2991,1011,186,2,55.88,111.76
2992,1012,53,4,184.19,736.76
2993,1012,84,3,384.09,1152.27
2994,1012,64,3,376.68,1130.04
2995,1012,58,3,300.22,900.66
2996,1013,97,4,296.28,1185.12
2997,1013,147,2,123.15,246.3
2998,1013,45,4,438.8,1755.2
2999,1013,173,3,6.76,20.28
3000,1014,182,1,217.74,217.74
3001,1014,191,1,441.3,441.3
3002,1014,179,3,452.44,1357.32
3003,1015,156,3,440.24,1320.72
3004,1015,116,2,213.83,427.66
3005,1015,12,1,142.7,142.7
3006,1015,64,3,376.68,1130.04
3007,1015,65,3,173.39,520.17
3008,1016,145,3,467.68,1403.04
3009,1016,60,2,266.91,533.82
3010,1016,159,3,154.75,464.25
3011,1016,10,4,352.16,1408.64
3012,1016,174,1,320.37,320.37
3013,1017,45,3,438.8,1316.4
3014,1017,40,1,343.88,343.88
3015,1017,81,1,439.61,439.61
3016,1018,33,1,336.74,336.74
3017,1018,112,4,53.72,214.88
3018,1018,119,3,53.46,160.38
3019,1018,123,2,243.27,486.54
3020,1018,157,2,146.07,292.14
3021,1019,128,2,478.87,957.74
3022,1019,32,1,188.24,188.24
3023,1019,74,3,190.09,570.27
3024,1019,133,2,35.17,70.34
3025,1020,28,4,492.68,1970.72
3026,1020,147,1,123.15,123.15
3027,1020,165,1,372.5,372.5
3028,1020,104,1,363.06,363.06
3029,1021,69,4,486.08,1944.32
3030,1021,185,1,342.62,342.62
3031,1022,70,4,256.3,1025.2
3032,1022,182,3,217.74,653.22
3033,1022,45,4,438.8,1755.2
3034,1022,35,4,40.34,161.36
3035,1022,152,4,499.23,1996.92
3036,1023,158,2,417.7,835.4
3037,1023,175,2,84.98,169.96
3038,1023,82,2,47.4,94.8
3039,1023,67,4,6.61,26.44
3040,1024,44,4,457.0,1828.0
3041,1024,35,4,40.34,161.36
3042,1025,3,4,74.07,296.28
3043,1026,177,2,282.65,565.3
3044,1027,159,3,154.75,464.25
3045,1027,67,4,6.61,26.44
3046,1027,93,1,450.31,450.31
3047,1028,15,3,142.55,427.65
3048,1029,94,1,64.9,64.9
3049,1030,164,4,135.91,543.64
3050,1030,58,3,300.22,900.66
3051,1030,127,4,146.2,584.8
3052,1030,171,3,50.69,152.07
3053,1031,142,4,24.67,98.68
3054,1031,118,4,224.35,897.4
3055,1032,87,4,436.85,1747.4
3056,1033,117,1,234.0,234.0
3057,1033,21,4,66.79,267.16
3058,1033,94,3,64.9,194.7
3059,1034,181,3,293.34,880.02
3060,1035,73,1,306.44,306.44
3061,1035,193,2,392.28,784.56
3062,1036,38,2,192.83,385.66
3063,1037,53,4,184.19,736.76
3064,1037,117,1,234.0,234.0
3065,1038,137,1,44.66,44.66
3066,1038,28,4,492.68,1970.72
3067,1038,7,1,113.23,113.23
3068,1038,185,3,342.62,1027.86
3069,1038,4,4,339.97,1359.88
3070,1039,148,3,69.78,209.34
3071,1039,3,1,74.07,74.07
3072,1039,12,1,142.7,142.7
3073,1039,33,1,336.74,336.74
3074,1040,113,3,365.47,1096.41
3075,1040,174,1,320.37,320.37
3076,1041,180,1,22.83,22.83
3077,1041,101,3,40.07,120.21
3078,1042,12,4,142.7,570.8
3079,1042,185,1,342.62,342.62
3080,1042,48,3,232.13,696.39
3081,1043,55,4,379.11,1516.44
3082,1043,50,1,282.88,282.88
3083,1043,157,1,146.07,146.07
3084,1044,88,4,482.36,1929.44
3085,1044,61,1,431.09,431.09
3086,1044,178,3,42.25,126.75
3087,1044,117,1,234.0,234.0
3088,1045,169,4,427.19,1708.76
3089,1046,167,3,109.26,327.78
3090,1047,178,2,42.25,84.5
3091,1047,12,3,142.7,428.1
3092,1048,191,2,441.3,882.6
3093,1048,155,2,466.96,933.92
3094,1048,40,3,343.88,1031.64
3095,1048,62,2,341.74,683.48
3096,1048,4,2,339.97,679.94
3097,1049,172,1,415.53,415.53
3098,1050,29,1,433.91,433.91
3099,1050,33,1,336.74,336.74
3100,1051,1,3,60.11,180.33
3101,1051,167,2,109.26,218.52
3102,1051,121,3,484.65,1453.95
3103,1051,68,1,438.55,438.55
3104,1052,114,1,128.08,128.08
3105,1052,155,4,466.96,1867.84
3106,1052,170,1,246.82,246.82
3107,1053,164,2,135.91,271.82
3108,1053,97,3,296.28,888.84
3109,1053,138,3,38.92,116.76
3110,1053,155,3,466.96,1400.88
3111,1054,106,3,393.39,1180.17
3112,1054,143,2,212.52,425.04
3113,1054,151,4,9.61,38.44
3114,1055,75,4,271.99,1087.96
3115,1056,90,4,104.57,418.28
3116,1056,187,4,442.65,1770.6
3117,1056,158,1,417.7,417.7
3118,1056,35,1,40.34,40.34
3119,1057,25,3,290.79,872.37
3120,1058,42,2,403.5,807.0
3121,1058,51,1,374.77,374.77
3122,1058,80,1,123.53,123.53
3123,1058,81,4,439.61,1758.44
3124,1059,37,2,126.18,252.36
3125,1060,164,2,135.91,271.82
3126,1060,78,1,60.37,60.37
3127,1060,47,3,200.84,602.52
3128,1061,153,1,41.26,41.26
3129,1061,100,3,453.18,1359.54
3130,1061,74,4,190.09,760.36
3131,1062,120,2,499.64,999.28
3132,1063,66,4,220.21,880.84
3133,1063,200,2,178.08,356.16
3134,1063,155,2,466.96,933.92
3135,1063,22,2,44.01,88.02
3136,1063,8,1,303.0,303.0
3137,1064,16,3,478.82,1436.46
3138,1064,34,2,468.64,937.28
3139,1065,144,1,284.79,284.79
3140,1065,99,3,34.14,102.42
3141,1066,52,4,449.42,1797.68
3142,1067,142,4,24.67,98.68
3143,1067,108,4,331.2,1324.8
3144,1067,7,3,113.23,339.69
3145,1068,183,3,157.59,472.77
3146,1068,66,1,220.21,220.21
3147,1068,32,2,188.24,376.48
3148,1068,45,1,438.8,438.8
3149,1069,127,1,146.2,146.2
3150,1069,77,4,165.46,661.84
3151,1069,38,2,192.83,385.66
3152,1070,9,4,103.42,413.68
3153,1070,138,1,38.92,38.92
3154,1071,126,1,136.28,136.28
3155,1071,40,1,343.88,343.88
3156,1071,82,1,47.4,47.4
3157,1072,119,3,53.46,160.38
3158,1072,166,3,139.81,419.43
3159,1072,164,2,135.91,271.82
