payment_id,order_id,payment_method,amount,payment_date,payment_status
475,475,paypal,2619.29,2026-03-09 11:34:53,paid
476,476,card,1741.51,2026-03-31 17:23:21,refunded
477,477,bank_transfer,3214.18,2025-08-17 10:33:35,paid
478,478,bank_transfer,691.28,2025-09-14 23:47:30,paid
479,479,paypal,2422.77,2025-11-19 20:41:36,paid
480,480,paypal,964.04,2025-08-12 17:47:25,paid
481,481,bank_transfer,2499.79,2025-11-04 20:08:48,refunded
482,482,bank_transfer,1515.44,2025-08-22 07:57:23,paid
483,483,bank_transfer,2938.57,2025-07-14 04:00:21,refunded
484,484,card,5134.34,2026-03-04 18:46:30,paid
485,485,bank_transfer,107.44,2025-09-30 08:24:16,paid
486,486,card,1698.29,2025-07-04 17:15:11,paid
487,487,bank_transfer,812.64,2025-06-11 02:48:28,paid
488,488,paypal,1205.59,2026-01-26 03:23:28,refunded
489,489,bank_transfer,117.02,2025-07-13 01:54:40,paid
490,490,paypal,387.6,2025-05-07 09:17:35,refunded
491,491,paypal,335.2,2025-05-04 11:39:16,refunded
492,492,paypal,303.84,2025-12-03 04:48:12,refunded
493,493,bank_transfer,888.84,2025-10-13 17:06:18,paid
494,494,paypal,901.83,2025-07-07 07:02:24,refunded
495,495,bank_transfer,869.18,2025-09-10 05:17:43,refunded
496,496,card,1841.53,2025-11-20 06:09:28,paid
497,497,paypal,1528.11,2026-03-27 12:03:47,refunded
498,498,card,1944.32,2025-11-18 19:57:20,paid
499,499,bank_transfer,1943.37,2026-01-15 10:30:17,paid
500,500,bank_transfer,3101.43,2025-09-12 18:02:50,paid
501,501,paypal,3041.89,2025-10-18 06:35:41,refunded
502,502,paypal,5123.99,2025-10-10 02:54:10,paid
503,503,bank_transfer,2734.31,2026-01-25 21:56:03,paid
504,504,bank_transfer,2957.04,2025-10-11 11:53:18,paid
505,505,bank_transfer,2358.87,2025-12-15 06:43:55,paid
506,506,card,2456.02,2025-08-04 05:51:10,paid
507,507,paypal,1536.4,2025-11-06 10:39:37,paid
508,508,card,872.37,2025-05-09 06:48:27,paid
509,509,bank_transfer,1388.89,2025-07-16 04:33:14,paid
510,510,paypal,839.36,2025-06-13 12:27:23,refunded
511,511,card,3319.27,2025-12-01 17:46:04,paid
512,512,bank_transfer,2486.79,2025-04-29 19:38:08,paid
513,513,bank_transfer,2051.19,2025-09-04 07:58:35,paid
514,514,card,1246.65,2025-07-13 23:20:07,paid
515,515,bank_transfer,4776.76,2026-01-13 07:50:44,paid
516,516,paypal,188.21,2026-03-05 20:16:31,paid
517,517,card,99.9,2026-04-01 11:36:42,refunded
518,518,bank_transfer,2399.42,2026-02-23 11:51:32,paid
519,519,paypal,854.37,2025-07-14 12:34:31,paid
520,520,paypal,110.07,2025-12-19 11:47:05,paid
521,521,bank_transfer,3073.19,2025-10-01 02:32:55,paid
522,522,bank_transfer,2885.15,2025-06-27 12:10:19,refunded
523,523,card,465.71,2026-03-13 05:00:04,paid
524,524,bank_transfer,3167.88,2026-03-08 06:28:52,paid
525,525,card,528.35,2026-04-19 18:51:07,paid
526,526,paypal,1151.04,2026-04-27 07:33:39,paid
527,527,bank_transfer,1313.88,2025-10-15 08:44:52,refunded
528,528,bank_transfer,1588.83,2026-04-20 18:32:31,paid
529,529,bank_transfer,2094.76,2025-08-04 10:05:42,paid
530,530,paypal,4448.67,2026-03-19 07:46:27,paid
531,531,card,835.4,2025-10-14 14:10:37,paid
532,532,paypal,2301.47,2026-04-08 06:27:44,refunded
533,533,bank_transfer,1871.64,2025-09-27 15:08:29,paid
534,534,bank_transfer,673.02,2025-10-14 09:35:09,paid
535,535,card,4051.17,2026-03-13 09:39:53,paid
536,536,card,1815.63,2025-06-24 13:06:26,refunded
537,537,paypal,1740.6,2025-05-28 08:56:42,paid
538,538,card,3489.07,2025-09-11 21:34:34,paid
539,539,paypal,2513.28,2025-12-10 23:28:58,paid
540,540,bank_transfer,1492.92,2025-05-22 15:02:02,paid
541,541,bank_transfer,2307.92,2025-11-17 12:11:26,paid
542,542,bank_transfer,438.55,2025-07-30 03:56:02,paid
543,543,paypal,3619.0,2026-03-16 07:59:10,refunded
544,544,paypal,460.17,2025-06-20 09:37:18,paid
545,545,paypal,613.86,2026-01-24 08:27:58,paid
546,546,card,1757.9,2026-03-25 06:11:20,paid
547,547,bank_transfer,279.98,2025-10-29 05:49:06,paid
548,548,bank_transfer,3154.74,2025-05-05 02:07:40,paid
549,549,paypal,2597.76,2025-05-10 04:49:58,paid
550,550,paypal,5237.64,2025-05-20 02:15:30,paid
551,551,card,3089.16,2025-08-09 00:57:22,refunded
552,552,card,964.86,2025-10-01 05:23:07,paid
553,553,bank_transfer,1628.22,2025-10-05 19:01:10,paid
554,554,card,2429.04,2025-10-09 23:09:20,refunded
555,555,card,323.46,2025-06-05 14:30:29,paid
556,556,paypal,3121.22,2025-08-26 08:49:46,paid
557,557,bank_transfer,1824.16,2025-09-02 23:44:51,refunded
558,558,card,3628.52,2025-12-27 03:52:58,paid
559,559,card,48.03,2025-12-12 14:26:20,paid
560,560,paypal,244.93,2025-05-07 10:50:42,refunded
561,561,bank_transfer,2309.15,2026-02-14 23:55:16,paid
562,562,paypal,2468.18,2025-05-24 02:15:44,refunded
563,563,paypal,892.16,2026-03-02 12:26:59,refunded
564,564,bank_transfer,811.38,2025-06-12 00:04:01,paid
565,565,bank_transfer,734.62,2025-05-17 09:02:58,refunded
566,566,card,4238.28,2025-10-18 06:33:05,paid
567,567,bank_transfer,3226.48,2025-12-12 06:42:59,paid
568,568,paypal,1396.1,2025-11-02 07:48:10,paid
569,569,bank_transfer,1565.7,2026-01-11 13:26:11,paid
570,570,bank_transfer,3106.2,2025-10-26 04:37:50,paid
571,571,card,1365.56,2025-06-14 23:26:38,paid
572,572,paypal,2085.76,2026-04-17 16:16:18,paid
573,573,card,3099.8,2025-08-03 18:05:38,paid
574,574,bank_transfer,428.28,2025-05-12 05:00:59,paid
575,575,card,1476.61,2025-05-05 08:14:49,paid
576,576,bank_transfer,1850.98,2026-02-12 13:56:47,refunded
577,577,bank_transfer,62.19,2026-01-07 04:18:12,paid
578,578,paypal,744.11,2025-08-07 19:00:11,paid
579,579,bank_transfer,1477.85,2025-12-11 02:32:24,paid
580,580,bank_transfer,939.75,2025-07-28 08:41:51,paid
581,581,bank_transfer,1015.15,2025-11-24 23:40:33,refunded
582,582,card,909.0,2026-02-20 02:09:10,refunded
583,583,paypal,1887.71,2025-11-28 02:58:05,paid
584,584,paypal,790.4,2025-05-24 03:15:22,paid
585,585,paypal,13.22,2026-03-12 09:15:20,paid
586,586,card,2583.35,2026-01-30 09:28:33,paid
587,587,card,1367.02,2025-12-02 09:07:04,paid
588,588,card,488.19,2026-02-15 20:23:39,paid
589,589,paypal,3264.35,2026-01-24 14:17:20,refunded
590,590,bank_transfer,2971.93,2026-03-26 21:11:45,paid
591,591,paypal,1946.23,2026-01-27 11:13:46,refunded
592,592,paypal,1392.82,2025-12-28 19:48:25,refunded
593,593,card,425.17,2026-01-23 04:22:20,paid
594,594,card,2211.6,2025-08-10 09:51:44,paid
595,595,card,2252.34,2025-12-06 17:23:26,paid
596,596,card,1056.48,2025-04-28 21:55:42,paid
597,597,paypal,977.02,2025-08-28 02:41:59,refunded
598,598,paypal,1880.34,2025-08-02 12:37:18,paid
599,599,paypal,2184.7,2026-01-12 01:02:16,paid
600,600,bank_transfer,2710.02,2026-01-27 14:13:38,paid
601,601,paypal,1930.69,2025-05-23 07:29:08,paid
602,602,bank_transfer,2206.43,2025-08-28 17:01:21,paid
603,603,bank_transfer,2784.89,2026-02-26 09:55:29,paid
604,604,paypal,2489.92,2025-07-03 13:17:45,paid
605,605,paypal,3533.06,2025-05-14 04:25:06,paid
606,606,card,4433.0,2025-08-04 23:43:02,paid
607,607,card,937.28,2025-12-20 20:10:57,paid
608,608,bank_transfer,584.28,2025-12-20 03:31:06,paid
609,609,bank_transfer,3098.25,2025-11-08 15:58:00,refunded
610,610,paypal,2012.91,2025-05-12 11:05:56,refunded
611,611,paypal,1818.01,2026-03-07 11:03:18,paid
612,612,bank_transfer,4713.82,2025-12-12 17:46:44,paid
613,613,paypal,2440.43,2025-08-21 07:17:04,paid
614,614,card,2381.0,2026-01-03 20:13:57,refunded
615,615,bank_transfer,2395.28,2026-03-16 03:52:49,paid
616,616,bank_transfer,2816.43,2025-12-15 22:09:30,refunded
617,617,card,5463.74,2026-03-12 19:46:25,paid
618,618,bank_transfer,3064.7,2025-11-06 16:31:49,refunded
619,619,card,2610.1,2026-04-23 14:15:22,paid
620,620,bank_transfer,1662.24,2026-04-17 03:18:23,paid
621,621,card,1255.95,2025-09-28 02:18:04,refunded
622,622,paypal,187.24,2026-02-25 21:55:31,paid
623,623,card,315.18,2025-12-19 02:11:43,refunded
624,624,paypal,1679.19,2025-11-19 06:35:16,refunded
625,625,card,1186.85,2025-11-05 03:46:20,refunded
626,626,paypal,1210.5,2025-12-31 19:29:26,paid
627,627,paypal,1706.24,2025-07-23 15:09:16,refunded
628,628,card,3669.36,2026-01-04 10:08:52,paid
629,629,bank_transfer,4311.55,2025-05-23 00:07:56,paid
630,630,paypal,846.07,2025-07-13 21:13:47,paid
631,631,bank_transfer,689.37,2025-10-24 14:45:52,paid
632,632,card,2566.2,2025-12-12 23:02:13,paid
633,633,bank_transfer,2061.29,2025-10-15 06:08:14,paid
634,634,paypal,2552.01,2026-01-18 18:49:47,refunded
635,635,paypal,22.83,2025-06-13 10:58:14,paid
636,636,paypal,1127.4,2026-03-09 17:37:34,paid
637,637,bank_transfer,2309.66,2025-10-05 16:56:48,paid
638,638,bank_transfer,3232.84,2025-09-23 03:28:33,paid
639,639,card,1438.22,2025-12-17 21:53:42,paid
640,640,card,1358.49,2025-11-29 21:31:48,refunded
641,641,bank_transfer,401.72,2026-02-12 22:40:12,refunded
642,642,paypal,3559.58,2025-08-19 08:46:41,paid
643,643,bank_transfer,81.5,2025-06-06 09:09:28,paid
644,644,card,1329.91,2025-10-04 06:29:43,paid
645,645,bank_transfer,157.59,2026-04-15 09:46:43,paid
646,646,bank_transfer,2246.8,2025-09-23 02:35:04,refunded
647,647,paypal,576.92,2025-06-05 10:21:18,paid
648,648,bank_transfer,2183.74,2025-06-24 08:39:32,paid
649,649,card,1036.92,2025-07-20 16:53:29,paid
650,650,bank_transfer,673.02,2025-11-02 01:27:40,paid
651,651,bank_transfer,3126.12,2025-08-17 01:19:03,paid
652,652,card,701.16,2025-05-16 19:22:59,refunded
653,653,paypal,1909.98,2025-11-02 02:25:34,paid
654,654,paypal,1802.68,2025-10-31 03:04:56,paid
655,655,card,3633.28,2025-12-05 12:20:18,paid
656,656,card,2208.04,2025-08-09 01:54:18,paid
657,657,bank_transfer,19.83,2025-08-02 03:23:49,paid
658,658,paypal,40.34,2025-07-27 07:47:08,paid
659,659,paypal,1805.67,2026-03-16 10:57:06,paid
660,660,card,5024.09,2025-07-04 09:11:05,paid
661,661,paypal,2491.92,2026-02-17 17:26:20,paid
662,662,card,2490.39,2025-08-30 21:25:06,refunded
663,663,card,1514.57,2025-10-14 08:46:37,paid
664,664,paypal,4323.95,2025-07-07 18:39:32,refunded
665,665,bank_transfer,1356.92,2025-07-18 16:10:35,paid
666,666,bank_transfer,2738.97,2026-02-07 21:50:18,refunded
667,667,bank_transfer,2474.04,2026-01-20 06:41:54,paid
668,668,paypal,435.72,2025-11-13 20:58:52,paid
669,669,paypal,397.0,2026-01-12 19:38:57,paid
670,670,card,1093.43,2025-12-13 05:33:09,paid
671,671,bank_transfer,1838.29,2025-12-14 20:14:55,refunded
672,672,card,58.51,2025-08-18 00:30:40,paid
673,673,paypal,1764.45,2025-12-10 02:10:05,paid
674,674,bank_transfer,804.04,2025-12-04 12:05:14,paid
675,675,paypal,1707.13,2026-04-16 21:03:20,paid
676,676,paypal,1280.29,2025-06-10 23:53:56,paid
677,677,bank_transfer,98.68,2025-12-20 19:48:06,paid
678,678,paypal,153.5,2025-10-18 00:02:14,paid
679,679,paypal,714.66,2026-03-07 03:28:33,refunded
680,680,bank_transfer,1099.04,2025-05-03 11:08:41,paid
681,681,bank_transfer,174.64,2025-05-23 17:37:36,paid
682,682,paypal,2527.49,2026-01-29 01:24:15,refunded
683,683,bank_transfer,2972.5,2026-03-13 03:47:59,paid
684,684,bank_transfer,2007.63,2026-04-16 13:07:41,paid
685,685,bank_transfer,2380.93,2025-08-08 06:57:02,paid
686,686,card,1249.92,2025-06-30 20:25:27,paid
687,687,bank_transfer,2880.24,2026-04-05 19:47:00,paid
688,688,bank_transfer,854.79,2025-10-11 23:48:30,paid
689,689,card,2841.94,2026-03-23 03:14:53,paid
690,690,bank_transfer,1439.18,2026-01-09 04:28:56,paid
691,691,bank_transfer,1814.83,2025-06-20 23:02:14,paid
692,692,paypal,5521.99,2025-05-07 22:00:51,paid
693,693,card,2211.75,2025-07-20 00:18:49,paid
694,694,card,466.66,2025-10-26 04:09:25,refunded
695,695,paypal,2880.96,2025-05-17 13:21:28,refunded
696,696,paypal,680.21,2025-11-13 22:58:17,refunded
697,697,bank_transfer,1214.23,2025-10-23 15:46:26,paid
698,698,paypal,457.32,2026-03-12 03:38:00,paid
699,699,bank_transfer,2203.65,2026-04-13 20:14:09,paid
700,700,bank_transfer,2167.15,2025-11-23 16:43:36,paid
701,701,card,1842.29,2026-03-21 14:29:15,paid
702,702,bank_transfer,2980.28,2025-07-03 08:50:27,paid
703,703,bank_transfer,570.8,2025-06-07 18:24:44,paid
704,704,paypal,3387.7,2025-06-01 07:29:07,refunded
705,705,bank_transfer,1597.94,2025-10-04 05:01:28,paid
706,706,card,2308.46,2025-05-19 02:21:49,paid
707,707,card,438.6,2026-03-20 08:26:35,paid
708,708,paypal,2793.65,2025-06-28 05:24:25,refunded
709,709,card,2919.2,2026-01-09 07:31:27,paid
710,710,card,435.48,2026-01-11 03:32:06,paid
711,711,paypal,326.62,2026-01-08 17:41:01,paid
712,712,paypal,2487.3,2025-05-08 08:52:35,paid
713,713,bank_transfer,1506.72,2025-12-28 16:22:39,refunded
714,714,paypal,194.46,2026-03-05 16:28:37,refunded
715,715,bank_transfer,194.79,2026-01-09 05:49:50,paid
716,716,bank_transfer,2939.91,2025-12-27 12:59:25,paid
717,717,paypal,1590.4,2025-08-06 12:53:06,paid
718,718,card,345.0,2025-06-03 15:42:26,paid
719,719,card,1290.04,2026-03-23 16:15:32,paid
720,720,bank_transfer,105.74,2026-04-24 05:38:43,paid
721,721,card,1964.64,2026-04-13 00:38:19,paid
722,722,paypal,1471.88,2026-04-26 11:25:49,paid
723,723,bank_transfer,2520.9,2025-11-25 16:14:09,refunded
724,724,bank_transfer,3421.41,2026-03-04 02:37:03,paid
725,725,card,3057.13,2025-05-30 05:16:51,paid
726,726,bank_transfer,2639.26,2025-07-28 00:55:19,paid
727,727,card,1867.84,2025-09-18 04:09:31,refunded
728,728,card,1254.9,2026-01-18 11:53:03,paid
729,729,bank_transfer,1102.29,2026-01-25 05:59:27,paid
730,730,paypal,3716.3,2026-02-13 07:58:01,refunded
731,731,bank_transfer,2732.87,2025-12-22 16:32:01,paid
732,732,card,997.89,2025-12-05 17:19:50,paid
733,733,bank_transfer,1680.47,2025-11-12 23:15:18,paid
734,734,bank_transfer,412.59,2025-12-15 00:39:06,paid
735,735,paypal,2064.45,2025-11-09 15:32:37,paid
736,736,card,342.36,2026-04-06 09:12:24,refunded
737,737,card,118.38,2026-02-24 16:10:36,paid
738,738,card,701.06,2025-12-10 18:36:07,paid
739,739,bank_transfer,2087.29,2025-10-18 21:42:12,paid
740,740,paypal,89.71,2026-04-12 13:43:58,refunded
741,741,paypal,1321.29,2025-06-23 16:11:54,refunded
742,742,paypal,3492.62,2026-04-11 05:49:35,paid
743,743,paypal,939.3,2025-06-10 04:25:40,paid
744,744,card,1792.97,2025-05-30 03:48:58,paid
745,745,bank_transfer,3407.99,2025-10-17 08:23:12,paid
746,746,bank_transfer,1558.78,2025-05-06 10:25:17,paid
747,747,paypal,1355.06,2026-02-05 14:21:34,refunded
748,748,bank_transfer,2552.08,2026-03-18 12:53:46,paid
749,749,card,2065.52,2025-11-22 11:39:45,paid
750,750,paypal,2025.53,2025-11-09 07:44:10,refunded
751,751,card,3166.4,2025-12-26 20:38:31,paid
752,752,bank_transfer,1589.38,2025-12-11 22:25:11,paid
753,753,paypal,853.52,2025-08-18 06:33:12,refunded
754,754,card,1870.45,2026-04-23 02:06:12,paid
755,755,card,916.23,2026-01-09 15:51:55,paid
756,756,bank_transfer,2853.2,2025-11-11 02:07:46,paid
757,757,paypal,1078.32,2025-05-09 13:25:47,refunded
758,758,bank_transfer,3146.39,2026-03-10 08:07:18,refunded
759,759,card,303.0,2026-03-12 08:16:06,paid
760,760,paypal,708.83,2026-03-24 10:03:40,refunded
761,761,paypal,4296.78,2025-05-25 03:07:34,refunded
762,762,bank_transfer,3278.61,2025-11-26 00:35:58,refunded
763,763,bank_transfer,1671.52,2026-04-23 03:36:31,paid
764,764,bank_transfer,565.76,2025-09-29 17:02:50,refunded
765,765,bank_transfer,919.06,2026-04-10 00:18:28,paid
766,766,paypal,3118.11,2025-08-06 17:19:28,paid
767,767,card,5753.53,2025-08-23 19:08:52,refunded
768,768,bank_transfer,2468.03,2025-11-21 12:40:46,paid
769,769,bank_transfer,2529.91,2025-06-20 09:10:43,paid
770,770,paypal,3023.31,2025-06-29 02:32:01,paid
771,771,paypal,2915.17,2026-02-16 01:42:41,paid
772,772,card,1321.94,2025-06-13 10:32:38,paid
773,773,bank_transfer,1279.68,2025-10-20 00:13:21,paid
774,774,card,2474.43,2026-04-04 13:21:47,paid
775,775,bank_transfer,2967.28,2026-04-05 20:18:09,refunded
776,776,paypal,1613.07,2025-09-13 01:08:01,refunded
777,777,paypal,2969.59,2025-11-16 10:43:28,refunded
778,778,paypal,2137.16,2025-11-13 00:46:37,paid
779,779,paypal,2823.11,2026-02-08 03:11:24,refunded
780,780,paypal,109.26,2026-04-22 17:57:07,paid
781,781,card,1039.95,2025-07-27 05:36:04,paid
782,782,bank_transfer,685.24,2025-12-05 12:48:17,paid
783,783,paypal,165.86,2025-10-15 18:19:31,paid
784,784,paypal,679.94,2025-11-10 13:18:53,paid
785,785,card,2924.97,2025-09-19 22:14:39,paid
786,786,paypal,1828.0,2025-10-14 16:35:32,paid
787,787,paypal,1159.07,2026-04-24 22:05:38,paid
788,788,card,1051.98,2025-05-02 05:11:14,refunded
789,789,bank_transfer,1010.07,2025-11-23 01:51:23,refunded
790,790,bank_transfer,243.27,2025-07-03 18:35:54,paid
791,791,card,771.32,2025-05-21 17:08:11,refunded
792,792,paypal,1081.84,2026-03-09 00:01:43,paid
793,793,paypal,4719.47,2025-05-07 17:48:29,paid
794,794,bank_transfer,1960.97,2025-08-06 12:23:14,paid
795,795,bank_transfer,1683.03,2025-11-23 11:56:57,paid
796,796,card,2111.61,2025-05-15 22:06:53,paid
797,797,card,1164.41,2025-10-07 09:14:56,refunded
798,798,card,3356.33,2025-10-28 21:48:00,paid
799,799,bank_transfer,2880.9,2025-08-30 02:45:43,paid
800,800,paypal,450.31,2025-10-28 11:53:39,refunded
801,801,bank_transfer,715.23,2026-01-11 14:46:45,paid
802,802,paypal,235.62,2025-06-03 03:14:08,paid
803,803,bank_transfer,2695.31,2026-03-15 13:42:27,refunded
804,804,bank_transfer,693.56,2026-03-20 22:24:53,paid
805,805,paypal,352.16,2025-07-06 13:56:09,paid
806,806,paypal,877.6,2026-03-20 18:21:53,paid
807,807,card,2694.21,2025-07-10 02:57:30,refunded
808,808,card,949.08,2025-09-22 10:19:06,paid
809,809,bank_transfer,1833.02,2025-12-02 12:09:20,paid
810,810,card,4220.36,2025-05-30 17:58:59,paid
811,811,card,6151.17,2025-08-22 01:56:37,paid
812,812,bank_transfer,1358.79,2025-12-15 01:43:34,refunded
813,813,bank_transfer,1727.62,2025-10-01 07:24:14,paid
814,814,paypal,1740.86,2025-06-02 05:30:31,paid
815,815,card,3548.0,2026-02-18 15:32:36,paid
816,816,paypal,120.21,2026-01-04 08:18:58,paid
817,817,bank_transfer,2247.0,2026-01-12 02:41:32,paid
818,818,bank_transfer,2112.1,2025-05-30 08:00:20,paid
819,819,card,2614.07,2026-04-25 13:04:45,paid
820,820,bank_transfer,1087.33,2025-06-28 00:29:25,paid
821,821,card,2782.99,2025-11-12 04:19:58,paid
822,822,paypal,1143.7,2026-04-08 17:56:38,paid
823,823,card,1066.98,2025-11-07 18:37:41,refunded
824,824,paypal,2373.57,2026-01-14 14:43:28,paid
825,825,bank_transfer,2294.61,2026-03-11 02:08:57,paid
826,826,bank_transfer,2693.49,2025-12-13 00:44:18,paid
827,827,card,1907.88,2025-08-10 17:40:36,refunded
828,828,paypal,2814.25,2026-03-01 03:03:18,paid
829,829,paypal,4850.1,2025-06-30 22:12:03,paid
830,830,card,2315.12,2025-12-16 17:23:18,paid
831,831,paypal,3440.15,2026-01-13 02:12:42,paid
832,832,bank_transfer,1100.91,2025-10-09 03:45:03,paid
833,833,bank_transfer,2189.21,2025-12-01 01:22:40,paid
834,834,card,369.45,2026-04-13 16:54:02,paid
835,835,bank_transfer,3427.78,2025-11-09 17:44:12,paid
836,836,bank_transfer,1372.67,2025-06-25 03:43:25,paid
837,837,paypal,380.82,2025-10-24 16:25:07,paid
838,838,paypal,1279.49,2026-02-03 18:12:28,refunded
839,839,card,3214.51,2026-02-13 21:02:23,paid
840,840,paypal,157.59,2025-09-27 01:06:41,refunded
841,841,card,55.88,2025-12-08 10:01:16,paid
842,842,paypal,2322.94,2026-01-13 01:24:32,paid
843,843,paypal,2618.57,2026-04-23 23:09:52,paid
844,844,bank_transfer,2367.69,2026-03-23 00:33:06,paid
845,845,paypal,2292.4,2025-10-30 00:06:34,paid
846,846,paypal,3001.79,2026-01-10 20:31:56,paid
847,847,paypal,2004.12,2025-12-30 11:07:59,paid
848,848,card,2885.9,2025-05-17 03:02:10,paid
849,849,card,5423.76,2025-08-09 11:35:22,paid
850,850,paypal,2379.05,2025-05-14 11:43:37,paid
851,851,card,3657.18,2025-12-12 09:54:05,paid
852,852,bank_transfer,726.81,2025-09-12 11:31:42,paid
853,853,bank_transfer,1386.21,2025-07-25 18:20:38,refunded
854,854,bank_transfer,843.26,2026-01-29 18:54:04,refunded
855,855,bank_transfer,1112.32,2025-06-12 13:21:13,paid
856,856,bank_transfer,738.4,2025-08-06 04:42:19,refunded
857,857,bank_transfer,681.68,2026-04-14 02:56:53,paid
858,858,bank_transfer,3651.19,2026-02-28 17:01:17,paid
859,859,paypal,4180.03,2025-06-01 01:33:29,paid
860,860,paypal,2198.25,2026-02-28 13:33:10,paid
861,861,paypal,1073.22,2025-12-09 08:36:34,refunded
862,862,card,349.28,2025-10-09 04:03:03,paid
863,863,card,2116.64,2025-06-10 10:48:35,paid
864,864,bank_transfer,4359.84,2025-09-12 11:18:15,paid
865,865,card,137.53,2025-10-10 14:24:21,paid
866,866,paypal,993.6,2025-05-14 19:12:23,refunded
867,867,paypal,379.11,2025-11-05 17:18:34,paid
868,868,bank_transfer,4004.51,2026-04-12 03:01:27,paid
869,869,paypal,2805.25,2025-11-28 01:06:43,paid
870,870,paypal,1914.51,2026-01-02 04:20:08,paid
871,871,paypal,1319.91,2025-08-02 02:12:58,paid
872,872,paypal,2814.25,2025-07-05 12:18:54,paid
873,873,card,1583.42,2025-11-03 00:26:30,paid
874,874,card,3825.65,2025-08-16 00:54:57,paid
875,875,card,4702.13,2026-01-14 12:41:41,paid
876,876,paypal,1021.64,2026-04-09 19:39:20,paid
877,877,card,1263.01,2026-03-07 17:36:41,paid
878,878,card,78.86,2026-01-21 02:17:15,paid
879,879,card,1486.2,2025-11-28 13:06:10,paid
880,880,card,99.25,2025-11-30 12:52:05,refunded
881,881,card,106.92,2025-07-23 17:38:55,refunded
882,882,paypal,1241.72,2025-09-04 04:35:41,paid
883,883,bank_transfer,985.36,2026-02-02 12:02:31,paid
884,884,bank_transfer,882.99,2025-09-21 06:36:58,paid
885,885,card,724.9,2025-09-12 06:10:54,paid
886,886,bank_transfer,1400.01,2025-06-08 06:07:39,paid
887,887,card,2090.48,2026-02-24 07:23:29,paid
888,888,paypal,2234.59,2026-04-24 06:25:34,refunded
889,889,card,2190.27,2025-10-23 10:57:31,paid
890,890,card,4880.54,2025-12-09 09:19:34,paid
891,891,card,3332.02,2026-03-03 13:10:56,paid
892,892,paypal,1758.44,2026-03-27 08:01:49,refunded
893,893,paypal,315.18,2026-03-06 06:46:11,paid
894,894,card,610.23,2026-01-08 12:08:11,paid
895,895,paypal,235.62,2026-01-12 23:11:01,refunded
896,896,paypal,4489.3,2026-01-01 17:49:03,paid
897,897,paypal,1900.17,2025-09-29 08:07:08,paid
898,898,bank_transfer,363.06,2025-07-07 06:26:04,paid
899,899,card,1722.73,2025-08-19 10:43:28,paid
900,900,paypal,1536.36,2026-01-01 06:10:07,paid
901,901,paypal,1286.08,2025-05-15 07:23:29,refunded
902,902,paypal,3564.67,2026-04-06 07:13:46,paid
903,903,paypal,2083.61,2025-12-18 14:41:52,paid
904,904,bank_transfer,38.44,2026-04-22 10:45:41,refunded
905,905,paypal,2919.11,2025-10-08 11:40:56,refunded
906,906,bank_transfer,4457.19,2026-01-25 07:49:58,refunded
907,907,card,2050.21,2026-01-01 03:26:23,paid
908,908,card,2111.95,2025-08-15 16:01:22,paid
909,909,card,1253.64,2026-03-18 00:49:13,paid
910,910,paypal,3254.79,2025-12-20 12:32:41,paid
911,911,bank_transfer,3044.23,2025-09-20 20:14:19,refunded
912,912,paypal,330.92,2025-09-23 18:12:41,refunded
913,913,paypal,934.59,2025-11-26 01:28:48,paid
914,914,bank_transfer,2508.77,2025-08-02 07:00:51,paid
915,915,bank_transfer,1217.63,2026-02-01 12:25:37,paid
916,916,bank_transfer,3132.39,2025-08-08 14:38:23,refunded
917,917,bank_transfer,5233.44,2026-04-26 01:38:04,refunded
918,918,bank_transfer,401.68,2025-12-21 08:00:30,paid
919,919,paypal,1611.96,2025-10-11 10:57:31,refunded
920,920,paypal,3208.42,2025-05-07 16:00:16,paid
921,921,paypal,2104.78,2025-08-08 21:53:13,paid
922,922,card,4161.71,2025-10-20 15:24:20,paid
923,923,card,891.18,2025-11-12 10:15:40,paid
924,924,paypal,961.11,2025-08-27 01:39:09,paid
925,925,card,1166.76,2025-06-25 14:29:48,paid
926,926,paypal,1117.61,2025-05-22 21:33:19,paid
927,927,bank_transfer,801.06,2025-10-17 03:49:47,paid
928,928,paypal,1560.12,2025-05-02 06:33:40,paid
929,929,card,1199.72,2025-06-26 02:20:22,refunded
930,930,bank_transfer,3634.0,2025-12-01 11:59:34,paid
931,931,bank_transfer,1355.13,2025-09-05 23:59:16,paid
932,932,bank_transfer,2675.46,2025-06-06 09:58:44,paid
933,933,bank_transfer,492.68,2025-09-24 15:06:33,paid
934,934,paypal,2358.28,2025-06-22 00:35:04,paid
935,935,paypal,440.42,2025-06-28 18:51:38,paid
936,936,paypal,1591.82,2026-04-25 05:02:54,refunded
937,937,card,4209.54,2025-09-12 20:26:52,paid
938,938,card,3881.96,2025-12-08 23:59:00,refunded
939,939,bank_transfer,4571.0,2026-02-16 20:45:16,paid
940,940,card,1760.84,2025-07-31 03:46:47,paid
941,941,card,989.03,2026-03-14 08:02:05,paid
942,942,paypal,2836.15,2025-12-28 11:52:17,paid
943,943,paypal,2332.69,2025-10-02 14:59:27,paid
944,944,paypal,2276.82,2025-08-12 14:09:34,refunded
945,945,bank_transfer,1996.92,2025-11-24 11:00:51,paid
946,946,card,1382.84,2025-11-26 01:27:24,paid
947,947,bank_transfer,4529.21,2025-06-15 06:35:17,paid
948,948,paypal,2796.24,2025-04-27 21:32:56,paid
